EdgeID,from_id,to_id,Timestamp,Amount Sent,Sent Currency,Amount Received,Received Currency,Payment Format,Is Laundering
55,0,16,134410.0,1762.35,0,1762.35,0,2,0
56,52,42,135070.0,1474382.71,9,1474382.71,9,3,1
57,0,9,151330.0,70329.98,0,70329.98,0,5,0
58,3,3,172630.0,78.1,0,66.65,1,3,0
59,0,61,204730.0,24469.99,0,24469.99,0,5,0
60,20,29,205210.0,2.34,1,2.34,1,2,0
61,31,34,208270.0,1807.37,1,1807.37,1,5,0
62,47,47,212410.0,13067.27,0,87519.37,5,3,0
63,53,42,233170.0,714621.86,9,714621.86,9,3,1
64,14,54,248110.0,124.6,0,124.6,0,1,0
65,41,59,260830.0,531.6,5,531.6,5,2,0
66,9,9,261730.0,282.78,0,373.08,6,3,0
67,9,9,261850.0,86.47,0,114.08,6,3,0
68,9,9,262510.0,4.75,0,6.27,6,3,0
69,9,9,262630.0,310.48,0,409.61,6,3,0
70,31,34,271810.0,2736.65,1,2736.65,1,1,0
71,17,9,273610.0,997.4,0,997.4,0,1,0
72,39,39,282490.0,584.41,5,584.41,5,2,0
73,36,42,290050.0,585445.25,9,585445.25,9,3,1
74,18,18,300610.0,3309.36,1,3309.36,1,2,0
75,20,29,313990.0,0.99,1,0.99,1,1,0
76,14,54,333610.0,124.6,0,124.6,0,1,0
77,37,29,347290.0,34.25,1,34.25,1,2,0
78,9,9,349210.0,282.78,0,373.08,6,3,0
79,38,38,354430.0,11673.59,1,1064274.98,9,3,0
80,38,42,354430.0,1064274.98,9,1064274.98,9,3,1
81,6,61,381430.0,468.34,0,468.34,0,5,0
82,2,2,385090.0,57621791.82,0,1218303306.7,12,3,0
83,0,61,391270.0,38884.14,0,38884.14,0,1,0
84,47,47,393550.0,13067.27,0,87519.37,5,3,0
85,54,54,399850.0,15651.76,0,13357.21,1,3,0
86,18,18,400030.0,3309.36,1,3309.36,1,2,0
87,19,20,406810.0,518.59,1,518.59,1,5,0
88,19,20,407230.0,1089.0,1,1089.0,1,1,0
89,0,16,412690.0,1751.04,0,1751.04,0,1,0
90,47,42,415510.0,1221106.2,9,1221106.2,9,3,1
91,68,68,417430.0,7171.39,0,6120.06,1,3,0
92,13,42,419650.0,1416050.71,9,1416050.71,9,3,1
93,0,61,436330.0,24469.99,0,24469.99,0,5,0
94,7,10,444550.0,93.27,0,93.27,0,1,0
95,0,54,453190.0,305.77,0,305.77,0,2,0
96,20,29,458050.0,0.99,1,0.99,1,1,0
97,20,29,458530.0,2.34,1,2.34,1,2,0
98,54,54,459850.0,7895.98,0,6738.43,1,3,0
99,54,54,460570.0,15651.76,0,13357.21,1,3,0
100,68,68,471910.0,666235.98,0,568565.79,1,3,0
101,18,18,477130.0,752.39,1,752.39,1,4,0
102,31,34,516730.0,2736.65,1,2736.65,1,1,0
103,11,42,518770.0,209953.77,9,209953.77,9,3,1
104,11,11,518770.0,2698.5,0,209953.77,9,3,0
105,3,3,521470.0,120.12,0,102.51,1,3,0
106,39,39,535810.0,584.41,5,584.41,5,2,0
107,39,39,535870.0,661.58,5,661.58,5,1,0
108,6,61,544930.0,111.88,0,111.88,0,1,0
109,6,61,545110.0,468.34,0,468.34,0,5,0
110,17,9,547570.0,997.4,0,997.4,0,1,0
111,9,9,549490.0,4.75,0,6.27,6,3,0
112,9,9,549610.0,86.47,0,114.08,6,3,0
113,7,10,555370.0,93.27,0,93.27,0,1,0
114,31,34,560590.0,1807.37,1,1807.37,1,5,0
115,12,42,566050.0,975071.95,9,975071.95,9,3,1
116,12,12,566050.0,12532.41,0,975071.95,9,3,0
117,54,54,572110.0,15651.76,0,13357.21,1,3,0
118,0,54,580270.0,305.77,0,305.77,0,2,0
119,0,61,581890.0,38884.14,0,38884.14,0,1,0
120,0,61,582430.0,24469.99,0,24469.99,0,5,0
121,18,18,586630.0,752.39,1,752.39,1,4,0
122,19,20,588970.0,1089.0,1,1089.0,1,1,0
123,68,68,591850.0,7171.39,0,6120.06,1,3,0
124,14,14,594070.0,2790.84,0,18691.9,5,3,0
125,14,14,595090.0,8560.3,0,57333.48,5,3,0
126,47,47,597610.0,2574.12,0,17240.44,5,3,0
127,19,20,606550.0,1089.0,1,1089.0,1,1,0
128,68,68,609730.0,7171.39,0,6120.06,1,3,0
129,0,54,613450.0,305.77,0,305.77,0,2,0
130,2,2,617830.0,57621791.82,0,1218303306.7,12,3,0
131,3,3,630850.0,78.1,0,66.65,1,3,0
132,9,9,668350.0,310.48,0,409.61,6,3,0
133,9,9,669010.0,4.75,0,6.27,6,3,0
134,17,9,674410.0,997.4,0,997.4,0,1,0
135,14,54,678970.0,124.6,0,124.6,0,1,0
136,0,61,681010.0,24469.99,0,24469.99,0,5,0
137,68,68,699190.0,222948.98,0,190264.66,1,3,0
138,31,34,701410.0,2736.65,1,2736.65,1,1,0
139,6,61,713410.0,468.34,0,468.34,0,5,0
140,9,9,716590.0,4.75,0,6.27,6,3,0
141,9,9,717310.0,310.48,0,409.61,6,3,0
142,19,20,718090.0,518.59,1,518.59,1,5,0
143,7,10,719050.0,102.93,0,102.93,0,2,0
144,18,18,735910.0,3309.36,1,3309.36,1,2,0
145,14,54,739570.0,124.6,0,124.6,0,1,0
146,14,14,745870.0,2790.84,0,18691.9,5,3,0
147,0,16,746890.0,1762.35,0,1762.35,0,2,0
148,0,54,755650.0,305.77,0,305.77,0,2,0
149,0,47,757870.0,404.33,0,404.33,0,2,0
150,44,16,760390.0,19780.52,0,19780.52,0,3,1
151,44,60,765550.0,3697.64,0,3697.64,0,3,1
152,0,61,777850.0,24469.99,0,24469.99,0,5,0
153,17,9,800950.0,997.4,0,997.4,0,1,0
154,18,18,803050.0,3309.36,1,3309.36,1,2,0
155,49,33,804670.0,19025.53,1,19025.53,1,3,0
156,44,3,809950.0,16111.86,0,16111.86,0,3,1
157,42,34,815710.0,8362.25,1,8362.25,1,3,1
158,44,24,820270.0,13050.92,1,13050.92,1,3,1
159,44,46,824950.0,76757.45,5,76757.45,5,3,1
160,9,9,831310.0,86.47,0,114.08,6,3,0
161,44,44,832330.0,5222.83,0,4457.16,1,3,0
162,44,65,832330.0,4457.16,1,4457.16,1,3,1
163,7,10,837730.0,93.27,0,93.27,0,1,0
164,7,10,838630.0,102.93,0,102.93,0,2,0
165,44,40,864850.0,12276.17,5,12276.17,5,3,1
166,44,43,871810.0,6367.64,0,6367.64,0,3,1
167,31,34,879130.0,1807.37,1,1807.37,1,5,0
168,47,47,895150.0,2574.12,0,17240.44,5,3,0
169,47,47,895810.0,13067.27,0,87519.37,5,3,0
170,17,9,897430.0,997.4,0,997.4,0,1,0
171,9,9,900130.0,282.78,0,373.08,6,3,0
172,9,9,900610.0,4.75,0,6.27,6,3,0
173,44,18,903430.0,164151505.65,1,164151505.65,1,3,1
174,18,18,920950.0,3309.36,1,3309.36,1,2,0
175,20,29,922090.0,2.34,1,2.34,1,2,0
176,44,61,929110.0,6902.98,0,6902.98,0,3,1
177,7,10,930790.0,102.93,0,102.93,0,2,0
178,50,29,931330.0,638.75,1,638.75,1,3,1
179,50,50,931330.0,748.47,0,638.75,1,3,0
180,7,10,932170.0,93.27,0,93.27,0,1,0
181,44,56,934630.0,15587.3,0,15587.3,0,3,1
182,67,10,936430.0,4235.05,0,4235.05,0,3,1
183,19,20,941710.0,518.59,1,518.59,1,5,0
184,14,54,947890.0,124.6,0,124.6,0,1,0
185,41,59,950830.0,168.63,5,168.63,5,2,0
186,0,47,954910.0,404.33,0,404.33,0,2,0
187,44,48,967330.0,4164.52,1,4164.52,1,3,1
188,0,61,974230.0,24469.99,0,24469.99,0,5,0
189,0,61,974290.0,38884.14,0,38884.14,0,1,0
190,45,29,980890.0,2750.31,1,2750.31,1,3,1
191,44,64,983410.0,4258.48,0,4258.48,0,3,1
192,10,59,985270.0,27830.03,5,27830.03,5,3,1
193,42,42,992050.0,198324.25,9,2549.02,0,3,0
194,18,18,992050.0,752.39,1,752.39,1,4,0
195,44,4,994330.0,17581.17,0,17581.17,0,3,1
196,58,29,1007830.0,8249.08,1,8249.08,1,3,1
197,42,42,1009270.0,375779.32,9,4829.82,0,3,0
198,6,61,1010530.0,111.88,0,111.88,0,1,0
199,55,29,1014310.0,5586.83,1,5586.83,1,3,1
200,44,21,1015090.0,2001.95,1,2001.95,1,3,1
201,44,44,1015090.0,2345.85,0,2001.95,1,3,0
202,16,54,1026130.0,17670.09,0,17670.09,0,3,1
203,9,9,1040050.0,86.47,0,114.08,6,3,0
204,60,54,1041730.0,3697.64,0,3697.64,0,3,1
205,18,18,1048570.0,752.39,1,752.39,1,4,0
206,7,10,1060090.0,93.27,0,93.27,0,1,0
207,31,34,1060930.0,1807.37,1,1807.37,1,5,0
208,31,34,1061830.0,2736.65,1,2736.65,1,1,0
209,17,9,1070830.0,997.4,0,997.4,0,1,0
210,68,68,1071550.0,222948.98,0,190264.66,1,3,0
211,68,68,1071670.0,7171.39,0,6120.06,1,3,0
212,69,29,1078090.0,14646.81,1,14646.81,1,3,1
213,3,54,1078270.0,17866.77,0,17866.77,0,3,1
214,0,54,1079170.0,305.77,0,305.77,0,2,0
215,54,54,1088470.0,15651.76,0,13357.21,1,3,0
216,24,54,1092310.0,13323.06,0,13323.06,0,3,1
217,3,3,1093930.0,120.12,0,102.51,1,3,0
218,46,54,1095130.0,10960.25,0,10960.25,0,3,1
219,2,2,1097410.0,57621791.82,0,1218303306.7,12,3,0
220,65,54,1097950.0,4516.57,0,4516.57,0,3,1
221,39,39,1104610.0,661.58,5,661.58,5,1,0
222,39,39,1104790.0,584.41,5,584.41,5,2,0
223,14,54,1105630.0,124.6,0,124.6,0,1,0
224,0,47,1108450.0,84.72,0,84.72,0,1,0
225,19,20,1122550.0,1089.0,1,1089.0,1,1,0
226,0,61,1131430.0,24469.99,0,24469.99,0,5,0
227,0,16,1139050.0,1751.04,0,1751.04,0,1,0
228,14,54,1144930.0,124.6,0,124.6,0,1,0
229,40,54,1147630.0,1472.1,0,1472.1,0,3,1
230,14,14,1156690.0,2790.84,0,18691.9,5,3,0
231,19,20,1161190.0,1089.0,1,1089.0,1,1,0
232,39,39,1167730.0,661.58,5,661.58,5,1,0
233,68,29,1171330.0,945.26,1,945.26,1,3,1
234,43,54,1172590.0,5667.69,0,5667.69,0,3,1
235,6,61,1174570.0,468.34,0,468.34,0,5,0
236,31,34,1175410.0,1807.37,1,1807.37,1,5,0
237,62,29,1178050.0,15378.72,1,15378.72,1,3,1
238,0,47,1178770.0,404.33,0,404.33,0,2,0
239,9,9,1181290.0,4.75,0,6.27,6,3,0
240,9,9,1182010.0,86.47,0,114.08,6,3,0
241,0,54,1182310.0,344.91,0,344.91,0,1,0
242,9,9,1182310.0,282.78,0,373.08,6,3,0
243,18,54,1183690.0,236065137.93,0,236065137.93,0,3,1
244,61,54,1184890.0,5714.92,0,5714.92,0,3,1
245,68,68,1189930.0,222948.98,0,190264.66,1,3,0
246,56,54,1192090.0,15587.3,0,15587.3,0,3,1
247,57,33,1205470.0,3072.88,1,3072.88,1,3,1
248,68,68,1218970.0,7171.39,0,6120.06,1,3,0
249,31,34,1219690.0,2736.65,1,2736.65,1,1,0
250,2,2,1220650.0,57621791.82,0,1218303306.7,12,3,0
251,0,47,1221550.0,84.72,0,84.72,0,1,0
252,0,54,1224430.0,305.77,0,305.77,0,2,0
253,0,54,1225090.0,344.91,0,344.91,0,1,0
254,23,29,1230130.0,3391.74,1,3391.74,1,3,1
255,35,33,1231090.0,11313.15,1,11313.15,1,3,1
256,25,29,1231330.0,15313.05,1,15313.05,1,3,1
257,39,39,1232410.0,584.41,5,584.41,5,2,0
258,32,33,1240990.0,1042.0,1,1042.0,1,3,1
259,9,9,1241050.0,4.75,0,6.27,6,3,0
260,1,33,1244410.0,136.88,1,136.88,1,3,1
261,48,54,1254010.0,4731.58,0,4731.58,0,3,1
262,64,54,1254730.0,4034.0,0,4034.0,0,3,1
263,4,54,1257370.0,20325.46,0,20325.46,0,3,1
264,0,16,1258330.0,1762.35,0,1762.35,0,2,0
265,0,16,1259590.0,1751.04,0,1751.04,0,1,0
266,21,54,1262950.0,2198.81,0,2198.81,0,3,1
267,5,29,1265770.0,14985.62,1,14985.62,1,3,1
268,54,54,1270630.0,7895.98,0,6738.43,1,3,0
269,3,3,1271470.0,120.12,0,102.51,1,3,0
270,17,9,1271470.0,997.4,0,997.4,0,1,0
271,28,29,1280950.0,1123.15,1,1123.15,1,3,1
272,47,47,1283590.0,13067.27,0,87519.37,5,3,0
273,54,54,1299670.0,15651.76,0,13357.21,1,3,0
274,0,16,1302850.0,1762.35,0,1762.35,0,2,0
275,3,3,1306090.0,78.1,0,66.65,1,3,0
276,17,9,1314670.0,936.83,0,936.83,0,2,0
277,26,29,1318990.0,506.35,1,506.35,1,2,0
278,39,29,1322110.0,9544.47,1,9544.47,1,3,1
279,39,39,1322110.0,74906.33,5,9544.47,1,3,0
280,6,61,1324810.0,111.88,0,111.88,0,1,0
281,9,9,1329070.0,86.47,0,114.08,6,3,0
282,9,9,1329130.0,4.75,0,6.27,6,3,0
283,9,9,1329370.0,310.48,0,409.61,6,3,0
284,0,47,1333690.0,404.33,0,404.33,0,2,0
285,7,10,1334290.0,93.27,0,93.27,0,1,0
286,7,10,1335190.0,102.93,0,102.93,0,2,0
287,14,54,1348330.0,124.6,0,124.6,0,1,0
288,30,29,1413130.0,2639.28,1,2639.28,1,3,1
289,9,33,1416310.0,10717.43,1,10717.43,1,3,1
290,9,9,1416310.0,12558.5,0,10717.43,1,3,0
291,22,29,1426990.0,5025.92,1,5025.92,1,3,1
292,66,29,1432390.0,2155.6,1,2155.6,1,3,1
293,27,33,1517890.0,618.21,1,618.21,1,3,1
294,8,33,1581490.0,16046.64,1,16046.64,1,3,1
295,63,33,1591150.0,9295.9,1,9295.9,1,3,1
296,51,33,1611130.0,11106.06,1,11106.06,1,3,1
297,33,33,1764010.0,4891.0,1,5731.19,0,3,0
298,29,29,1787890.0,4215.71,1,4939.89,0,3,0
299,33,33,2133550.0,10072.34,1,11802.61,0,3,0
