EdgeID,from_id,to_id,Timestamp,Amount Sent,Sent Currency,Amount Received,Received Currency,Payment Format,Is Laundering
37,70,0,99490.0,218.24,0,218.24,0,4,0
38,72,0,99790.0,207.75,0,207.75,0,4,0
39,73,0,100090.0,328.09,0,328.09,0,4,0
40,71,0,100330.0,536.79,0,536.79,0,4,0
41,80,13,102730.0,1290.15,11,1290.15,11,4,0
42,78,0,102910.0,454.93,0,454.93,0,4,0
43,77,0,102970.0,69.23,0,69.23,0,4,0
44,32,0,104230.0,2437.53,0,2437.53,0,4,0
45,83,0,105070.0,155.02,0,155.02,0,4,0
46,81,0,105370.0,536.6,0,536.6,0,4,0
47,85,0,106390.0,198.72,0,198.72,0,4,0
48,86,0,106630.0,98.68,0,98.68,0,4,0
49,88,0,106930.0,434.53,0,434.53,0,4,0
50,92,0,108130.0,76.53,0,76.53,0,4,0
51,93,0,109090.0,372.27,0,372.27,0,4,0
52,96,0,110710.0,94.58,0,94.58,0,4,0
53,95,0,111130.0,371.44,0,371.44,0,4,0
54,100,0,111610.0,126.63,0,126.63,0,4,0
55,106,13,111730.0,31.25,11,31.25,11,4,0
56,101,0,111970.0,605.03,0,605.03,0,4,0
57,102,0,112030.0,396.47,0,396.47,0,4,0
58,105,0,112150.0,548.05,0,548.05,0,4,0
59,103,0,112510.0,622.18,0,622.18,0,4,0
60,104,0,112750.0,377.76,0,377.76,0,4,0
61,107,0,113530.0,357.44,0,357.44,0,4,0
62,0,16,115450.0,866.69,0,866.69,0,1,1
63,112,0,117370.0,911.42,0,911.42,0,4,0
64,113,13,118510.0,564.83,11,564.83,11,4,0
65,115,13,120130.0,193.3,11,193.3,11,4,0
66,23,0,120550.0,428.32,0,428.32,0,4,0
67,116,0,120790.0,241.61,0,241.61,0,4,0
68,120,0,120970.0,163.88,0,163.88,0,4,0
69,118,0,121150.0,322.27,0,322.27,0,4,0
70,21,0,121390.0,357.47,0,357.47,0,4,0
71,121,0,121870.0,363.25,0,363.25,0,4,0
72,117,0,122110.0,232.09,0,232.09,0,4,0
73,122,0,122410.0,119.65,0,119.65,0,4,0
74,123,0,123430.0,100.59,0,100.59,0,4,0
75,125,0,124390.0,70.44,0,70.44,0,4,0
76,127,0,126310.0,509.27,0,509.27,0,4,0
77,130,13,126490.0,528.22,11,528.22,11,4,0
78,131,13,127090.0,218.84,11,218.84,11,4,0
79,128,0,127210.0,260.73,0,260.73,0,4,0
80,132,0,127810.0,280.39,0,280.39,0,4,0
81,141,0,130390.0,544.87,0,544.87,0,4,0
82,144,13,130990.0,82.96,11,82.96,11,4,0
83,140,0,131110.0,148.88,0,148.88,0,4,0
84,148,0,131770.0,134.69,0,134.69,0,4,0
85,149,13,132250.0,92.56,11,92.56,11,4,0
86,146,0,132250.0,64.55,0,64.55,0,4,0
87,152,0,133210.0,1013.63,0,1013.63,0,4,0
88,157,0,136690.0,577.7,0,577.7,0,4,0
89,159,0,137170.0,188.08,0,188.08,0,4,0
90,163,0,138790.0,481.06,0,481.06,0,4,0
91,164,0,139150.0,141.6,0,141.6,0,4,0
92,161,0,139270.0,631.12,0,631.12,0,4,0
93,165,0,139750.0,521.61,0,521.61,0,4,0
94,166,13,139990.0,27.91,11,27.91,11,4,0
95,162,0,140170.0,129.86,0,129.86,0,4,0
96,172,0,140710.0,417.56,0,417.56,0,4,0
97,167,0,140830.0,324.24,0,324.24,0,4,0
98,170,0,141610.0,193.15,0,193.15,0,4,0
99,4,0,142090.0,2040.29,0,2040.29,0,4,0
100,173,0,142810.0,223.07,0,223.07,0,4,0
101,176,0,144130.0,122.99,0,122.99,0,4,0
102,175,0,144850.0,392.32,0,392.32,0,4,0
103,181,0,146290.0,50.14,0,50.14,0,4,0
104,184,0,146290.0,148.52,0,148.52,0,4,0
105,185,13,146350.0,722.68,11,722.68,11,4,0
106,179,0,147490.0,189.64,0,189.64,0,4,0
107,182,0,147550.0,670.93,0,670.93,0,4,0
108,189,0,148090.0,28.65,0,28.65,0,4,0
109,187,0,148630.0,325.85,0,325.85,0,4,0
110,192,13,148630.0,57.5,11,57.5,11,4,0
111,191,0,148810.0,746.97,0,746.97,0,4,0
112,31,0,150370.0,934.4,0,934.4,0,4,0
113,195,0,150670.0,242.87,0,242.87,0,4,0
114,196,0,151090.0,287.72,0,287.72,0,4,0
115,198,0,152170.0,71.46,0,71.46,0,4,0
116,204,0,154870.0,514.64,0,514.64,0,4,0
117,208,13,155170.0,48.6,11,48.6,11,4,0
118,206,0,155230.0,221.49,0,221.49,0,4,0
119,211,0,159130.0,308.92,0,308.92,0,4,0
120,212,0,159310.0,317.07,0,317.07,0,4,0
121,213,13,159430.0,373.04,11,373.04,11,4,0
122,218,13,161350.0,469.25,11,469.25,11,4,0
123,216,0,161410.0,403.8,0,403.8,0,4,0
124,220,0,162190.0,241.1,0,241.1,0,4,0
125,222,0,162310.0,126.25,0,126.25,0,4,0
126,224,0,162310.0,384.98,0,384.98,0,4,0
127,223,0,163750.0,109.4,0,109.4,0,4,0
128,227,0,164950.0,33.28,0,33.28,0,4,0
129,230,13,165790.0,532.53,11,532.53,11,4,0
130,229,0,166090.0,146.2,0,146.2,0,4,0
131,22,0,166990.0,3165.6,0,3165.6,0,4,0
132,235,13,167470.0,365.83,11,365.83,11,4,0
133,234,0,167950.0,77.82,0,77.82,0,4,0
134,239,13,169870.0,1598.57,11,1598.57,11,4,0
135,236,0,170350.0,151.32,0,151.32,0,4,0
136,238,0,170830.0,244.17,0,244.17,0,4,0
137,240,0,171670.0,327.32,0,327.32,0,4,0
138,242,0,171970.0,3332.87,0,3332.87,0,4,0
139,244,13,172030.0,439.37,11,439.37,11,4,0
140,241,0,172390.0,26.3,0,26.3,0,4,0
141,6,9,282490.0,1608.28,2,1608.28,2,1,0
142,0,14,360730.0,39145.53,0,39145.53,0,1,0
143,7,25,367510.0,10326.42,2,10326.42,2,1,0
144,5,9,395350.0,10.23,2,10.23,2,2,0
145,24,24,416350.0,54077.96,4,6251.07,8,3,0
146,3,14,416890.0,2745.56,0,2745.56,0,1,0
147,12,12,433690.0,2100.52,5,26.17,11,3,0
148,12,15,433690.0,26.17,11,26.17,11,2,0
149,7,25,465610.0,21161.11,2,21161.11,2,2,0
150,7,25,465670.0,20909.15,2,20909.15,2,3,0
151,7,25,466150.0,10326.42,2,10326.42,2,1,0
152,26,24,468070.0,5603.88,4,5603.88,4,2,0
153,24,11,476710.0,111526.43,6,111526.43,6,3,1
154,24,24,476710.0,7086.9,4,111526.43,6,3,0
155,10,11,493210.0,243506.2,6,243506.2,6,1,0
156,13,15,515770.0,365.89,11,365.89,11,2,1
157,25,8,521230.0,6693.21,2,6693.21,2,3,1
158,7,25,534070.0,20909.15,2,20909.15,2,3,0
159,6,9,556510.0,5603.65,2,5603.65,2,3,0
160,13,15,586510.0,365.89,11,365.89,11,2,0
161,3,14,594910.0,1123.62,0,1123.62,0,5,0
162,3,14,595090.0,2745.56,0,2745.56,0,1,0
163,5,9,607090.0,34.36,2,34.36,2,1,0
164,0,14,626050.0,39145.53,0,39145.53,0,1,0
165,10,11,655450.0,243506.2,6,243506.2,6,1,0
166,36,0,691930.0,73.75,0,73.75,0,4,0
167,202,0,691930.0,581.35,0,581.35,0,4,0
168,156,0,692350.0,94.99,0,94.99,0,4,0
169,50,0,693190.0,227.41,0,227.41,0,4,0
170,100,0,693610.0,126.63,0,126.63,0,4,0
171,178,0,694090.0,134.5,0,134.5,0,4,0
172,237,0,694810.0,148.17,0,148.17,0,4,0
173,208,13,695230.0,48.6,11,48.6,11,4,0
174,150,13,695290.0,468.63,11,468.63,11,4,0
175,197,0,695350.0,774.27,0,774.27,0,4,0
176,2,0,695350.0,1048.56,0,1048.56,0,4,0
177,209,0,695830.0,1063.29,0,1063.29,0,4,0
178,111,0,695890.0,134.3,0,134.3,0,4,0
179,130,13,696130.0,528.22,11,528.22,11,4,0
180,210,0,696790.0,333.59,0,333.59,0,4,0
181,233,0,697870.0,540.43,0,540.43,0,4,0
182,217,13,698050.0,519.02,11,519.02,11,4,0
183,118,0,699010.0,322.27,0,322.27,0,4,0
184,229,0,699850.0,146.2,0,146.2,0,4,0
185,221,0,700450.0,472.8,0,472.8,0,4,0
186,4,0,701050.0,2040.29,0,2040.29,0,4,0
187,126,0,701290.0,1608.73,0,1608.73,0,4,0
188,121,0,701650.0,363.25,0,363.25,0,4,0
189,97,0,701950.0,128.47,0,128.47,0,4,0
190,145,0,703330.0,207.29,0,207.29,0,4,0
191,191,0,703450.0,746.97,0,746.97,0,4,0
192,76,0,703450.0,376.66,0,376.66,0,4,0
193,66,0,703510.0,637.83,0,637.83,0,4,0
194,34,0,704350.0,58.63,0,58.63,0,4,0
195,98,0,704590.0,291.44,0,291.44,0,4,0
196,153,0,705370.0,20.13,0,20.13,0,4,0
197,61,0,706030.0,190.42,0,190.42,0,4,0
198,177,0,706630.0,44.68,0,44.68,0,4,0
199,138,13,708310.0,53.92,11,53.92,11,4,0
200,188,0,709450.0,38.48,0,38.48,0,4,0
201,205,0,710470.0,609.09,0,609.09,0,4,0
202,42,13,710770.0,129.93,11,129.93,11,4,0
203,219,0,711670.0,1732.58,0,1732.58,0,4,0
204,90,0,712570.0,176.74,0,176.74,0,4,0
205,40,0,713050.0,309.76,0,309.76,0,4,0
206,143,0,713830.0,1108.73,0,1108.73,0,4,0
207,89,0,714670.0,391.88,0,391.88,0,4,0
208,183,0,714970.0,259.76,0,259.76,0,4,0
209,114,0,715390.0,1082.4,0,1082.4,0,4,0
210,75,0,716710.0,59.05,0,59.05,0,4,0
211,63,0,717730.0,289.01,0,289.01,0,4,0
212,155,13,717970.0,74.79,11,74.79,11,4,0
213,142,0,718930.0,217.31,0,217.31,0,4,0
214,192,13,719170.0,57.5,11,57.5,11,4,0
215,214,13,720070.0,314.37,11,314.37,11,4,0
216,35,0,720250.0,45.27,0,45.27,0,4,0
217,206,0,721150.0,221.49,0,221.49,0,4,0
218,43,13,721810.0,327.89,11,327.89,11,4,0
219,180,0,721930.0,148.96,0,148.96,0,4,0
220,174,13,722410.0,322.03,11,322.03,11,4,0
221,194,0,723550.0,218.03,0,218.03,0,4,0
222,96,0,723670.0,94.58,0,94.58,0,4,0
223,58,0,723970.0,390.03,0,390.03,0,4,0
224,149,13,724330.0,92.56,11,92.56,11,4,0
225,152,0,724330.0,1013.63,0,1013.63,0,4,0
226,48,0,725050.0,283.34,0,283.34,0,4,0
227,109,0,726130.0,112.27,0,112.27,0,4,0
228,215,0,726550.0,116.63,0,116.63,0,4,0
229,20,0,726970.0,207.45,0,207.45,0,4,0
230,21,0,727510.0,357.47,0,357.47,0,4,0
231,225,0,727570.0,38.66,0,38.66,0,4,0
232,86,0,729130.0,98.68,0,98.68,0,4,0
233,141,0,731230.0,544.87,0,544.87,0,4,0
234,226,0,732190.0,1326.01,0,1326.01,0,4,0
235,243,0,733450.0,232.55,0,232.55,0,4,0
236,164,0,734530.0,141.6,0,141.6,0,4,0
237,84,0,734590.0,2416.68,0,2416.68,0,4,0
238,29,0,734950.0,2630.96,0,2630.96,0,4,0
239,91,13,735850.0,55.17,11,55.17,11,4,0
240,94,0,736690.0,303.72,0,303.72,0,4,0
241,79,0,737530.0,185.97,0,185.97,0,4,0
242,49,0,739870.0,238.1,0,238.1,0,4,0
243,74,0,740230.0,126.13,0,126.13,0,4,0
244,190,0,740710.0,48.44,0,48.44,0,4,0
245,122,0,742150.0,119.65,0,119.65,0,4,0
246,110,0,742210.0,638.09,0,638.09,0,4,0
247,160,13,742630.0,386.49,11,386.49,11,4,0
248,99,0,743350.0,449.25,0,449.25,0,4,0
249,169,0,743530.0,618.52,0,618.52,0,4,0
250,51,0,743650.0,800.63,0,800.63,0,4,0
251,200,13,744130.0,378.56,11,378.56,11,4,0
252,7,25,745150.0,10326.42,2,10326.42,2,1,0
253,0,16,746170.0,866.69,0,866.69,0,1,0
254,0,16,746470.0,562.25,0,562.25,0,4,0
255,232,0,746590.0,202.95,0,202.95,0,4,0
256,147,0,747670.0,38.88,0,38.88,0,4,0
257,136,0,750430.0,446.92,0,446.92,0,4,0
258,203,0,750730.0,188.25,0,188.25,0,4,0
259,108,0,751030.0,537.74,0,537.74,0,4,0
260,115,13,751270.0,193.3,11,193.3,11,4,0
261,139,0,751270.0,94.28,0,94.28,0,4,0
262,17,0,751330.0,5551.91,0,5551.91,0,4,0
263,227,0,752350.0,33.28,0,33.28,0,4,0
264,59,0,753250.0,132.74,0,132.74,0,4,0
265,231,0,753490.0,66.2,0,66.2,0,4,0
266,62,0,754150.0,182.64,0,182.64,0,4,0
267,207,0,756430.0,592.35,0,592.35,0,4,0
268,119,0,757090.0,40.29,0,40.29,0,4,0
269,166,13,757090.0,27.91,11,27.91,11,4,0
270,0,14,757870.0,29306.11,0,29306.11,0,2,0
271,146,0,757930.0,64.55,0,64.55,0,4,0
272,0,14,759010.0,88581.23,0,88581.23,0,4,0
273,129,0,759130.0,171.45,0,171.45,0,4,0
274,154,0,759430.0,1523.77,0,1523.77,0,4,0
275,168,0,760510.0,3481.05,0,3481.05,0,4,0
276,10,11,760630.0,243506.2,6,243506.2,6,1,0
277,133,0,761230.0,1260.36,0,1260.36,0,4,0
278,124,0,762190.0,1124.59,0,1124.59,0,4,0
279,228,0,762970.0,294.35,0,294.35,0,4,0
280,201,0,763870.0,192.13,0,192.13,0,4,0
281,245,13,764110.0,663.02,11,663.02,11,4,0
282,137,13,764410.0,42.92,11,42.92,11,4,0
283,171,0,765910.0,452.7,0,452.7,0,4,0
284,82,0,765910.0,98.72,0,98.72,0,4,0
285,19,13,766090.0,950.34,11,950.34,11,4,0
286,163,0,766270.0,481.06,0,481.06,0,4,0
287,212,0,766630.0,317.07,0,317.07,0,4,0
288,87,0,767110.0,117.27,0,117.27,0,4,0
289,112,0,767350.0,911.42,0,911.42,0,4,0
290,46,0,768070.0,1476.29,0,1476.29,0,4,0
291,151,0,769870.0,313.96,0,313.96,0,4,0
292,199,0,770290.0,238.77,0,238.77,0,4,0
293,193,0,770590.0,121.26,0,121.26,0,4,0
294,134,0,771610.0,494.31,0,494.31,0,4,0
295,18,8,771610.0,191.98,2,191.98,2,1,0
296,135,0,774730.0,370.6,0,370.6,0,4,0
297,68,0,774850.0,283.02,0,283.02,0,4,0
298,186,13,774910.0,375.2,11,375.2,11,4,0
299,132,0,774970.0,280.39,0,280.39,0,4,0
300,158,13,775930.0,176.79,11,176.79,11,4,0
301,65,0,776050.0,194.64,0,194.64,0,4,0
302,55,0,776890.0,343.95,0,343.95,0,4,0
303,6,9,794410.0,5603.65,2,5603.65,2,3,0
304,1,14,794470.0,1829.4,0,1829.4,0,3,1
305,14,9,808570.0,1503.57,2,1503.57,2,3,1
